id,lat,lon,name
14748,47.0260810,28.8696736,Strada Vadul lui Vodă
14749,47.0247809,28.7826575,Strada Tudor Vladimirescu
14750,47.0249201,28.7827464,Strada Murelor
14751,47.0249669,28.7828638,Strada Ion Pelivan
14752,47.0249958,28.7830425,Strada Ion Pelivan
14753,47.0249747,28.7831839,Strada Ion Pelivan
14754,47.0249319,28.7833451,Strada Ion Pelivan
14755,47.0248717,28.7836525,Strada Ion Pelivan
14756,47.0297305,28.8796537,Strada Vadul lui Vodă
14757,47.0300659,28.8438429,Strada Fantalului
14758,47.0303194,28.8384868,
14759,47.0271599,28.7841820,
14760,47.0273410,28.7840524,
14761,47.0274916,28.7842112,
14762,47.0280794,28.7847617,
14763,47.0310882,28.8436885,
14764,47.0308171,28.8432755,
14765,47.0293152,28.8363329,Strada Mitropolit Gavriil Bănulescu-Bodoni
14766,47.0429999,28.8537078,Strada Bogdan-Voievod
14767,47.0432390,28.8542261,Strada Bogdan-Voievod
14768,47.0433537,28.8533298,
14769,47.0213629,28.8538855,
14770,47.0214512,28.8549673,
14771,47.0214609,28.8556266,Strada Albișoara
14772,47.0436840,28.8337378,Strada Poștei
14773,47.0242696,28.8669815,Strada Vadul lui Vodă
14774,47.0243431,28.8665040,Strada Tudor Vladimirescu
14775,47.0608419,28.7798944,Strada Calea Ghidighici
14776,47.0671326,28.7786121,Strada Calea Ghidighici
14777,47.0292721,28.7697609,Strada Nicolae Gribov
14778,47.0432428,28.7828955,
14779,47.0439476,28.7811788,
14780,47.0400794,28.8284554,Strada Mihai Viteazul
14781,47.0081933,28.8157603,Strada Mitropolit Gurie Grosu
14782,46.9815641,28.8642261,Bulevardul Dacia
14783,46.9825512,28.8656788,
14784,46.9858794,28.8579707,Bulevardul Dacia
14785,46.9858866,28.8574380,
14786,46.9858762,28.8575212,
14787,46.9860363,28.8578517,Bulevardul Dacia
14788,46.9861781,28.8570835,
14789,46.9861511,28.8577614,Bulevardul Dacia
14790,46.9863399,28.8569871,Bulevardul Dacia
14791,46.9864193,28.8576332,Bulevardul Dacia
14792,46.9865397,28.8576037,Bulevardul Dacia
14793,46.9865817,28.8571450,
14794,46.9865856,28.8572785,
14795,46.9865959,28.8570644,
14796,46.9866436,28.8568831,Bulevardul Dacia
14797,47.0610110,28.8818361,Strada Studenților
14798,47.0526209,28.8628161,
14799,47.0279293,28.8053157,Strada Ștefan Neaga
14800,47.0277585,28.8037190,Strada Barbu Lăutaru
14801,46.9956238,28.8458077,
14802,46.9957328,28.8459299,
14803,46.9952327,28.8455382,
14804,46.9950935,28.8459055,
14805,46.9959009,28.8365791,Stradela Avicenna
14806,46.9974197,28.8367483,Strada Nicolae Testemițanu
14807,46.9894090,28.8217627,
14808,47.0481897,28.8597632,
14809,47.0488630,28.8600079,
14810,47.0585520,28.8604323,
14811,47.0152248,28.8476045,
14812,47.0030496,28.8050357,Strada Drumul Viilor
14813,47.0041442,28.8131529,
14814,47.0391887,28.8806924,Strada Mihail Sadoveanu
14815,46.9846643,28.8535727,
14816,46.9909300,28.8676012,
14817,47.0093939,28.8189155,Strada Drumul Viilor
14818,47.0442741,28.8614978,Strada Kiev
14819,47.0443715,28.8615561,Bulevardul Moscova
14820,47.0452904,28.8479673,
14821,47.0455821,28.8480450,Strada Poștei
14822,47.0432281,28.8330646,
14823,47.0221084,28.8593339,
14824,47.0222207,28.8593390,
14825,47.0100856,28.8600694,Bulevardul Iuri Gagarin
14826,47.0441113,28.8610604,
14827,47.0441432,28.8610008,
14828,47.0388478,28.8227896,
14829,47.0394863,28.8236836,
14830,47.0385332,28.8250957,
14831,47.0379519,28.8241364,
14832,47.0392000,28.8261133,
14833,47.0388951,28.8265649,Strada Mihai Viteazul
14834,47.0391339,28.8259593,
14835,46.9981532,28.8523254,
14836,46.9983628,28.8509612,
14837,46.9985353,28.8513097,
14838,47.0368762,28.8158725,
14839,47.0372484,28.8155826,
14840,47.0368027,28.8156981,
14841,47.0369751,28.8153060,
14842,47.0371620,28.8150774,
14843,47.0369315,28.8157565,
14844,47.0370910,28.8154217,
14845,47.0370776,28.8152101,
14846,47.0371756,28.8153206,
14847,47.0373631,28.8155009,
14848,47.0435836,28.8349522,
14849,47.0436063,28.8351136,
14850,47.0437453,28.8351847,
14851,47.0452148,28.8637465,Strada Alecu Russo
14852,47.0278708,28.8315105,Strada Tricolorului
14853,47.0447007,28.8627454,
14854,47.0447236,28.8627249,
14855,47.0449740,28.8627647,
14856,47.0280325,28.8317612,Strada Tricolorului
14857,47.0282390,28.8081929,Strada Eugen Coca
14858,47.0281654,28.8076557,Strada Maria Lătărețu
14859,47.0269575,28.8078293,Strada Eugen Coca
14860,47.0273360,28.8077440,Strada Eugen Coca
14861,47.0273970,28.8076820,Strada Eugen Coca
14862,47.0277313,28.8076065,Strada Eugen Coca
14863,47.0278306,28.8076925,Strada Eugen Coca
14864,47.0217977,28.8096312,
14865,47.0209765,28.8107020,
14866,47.0242463,28.8089904,
14867,47.0222423,28.8094408,Strada Vasile Lupu
14868,47.0250861,28.8089296,Strada Eugen Coca
14869,47.0246804,28.8086545,
14870,47.0242279,28.8087817,
14871,47.0242588,28.8091308,Strada Eugen Coca
14872,47.0250528,28.8088785,
14873,47.0251914,28.8088407,Strada Maria Tănase
14874,47.0258407,28.8086853,Strada Maria Lătărețu
14875,47.0270009,28.8084110,Strada Piotr Ceaikovski
14876,47.0282356,28.8081315,Strada Maria Lătărețu
14877,47.0288058,28.8079991,Strada Ioana Radu
14878,47.0313654,28.8073872,Strada George Enescu
14879,47.0320423,28.8072303,Strada Primăverii
14880,47.0462244,28.8641824,Strada Alecu Russo
14881,47.0462871,28.8643294,
14882,47.0464134,28.8644590,
14883,47.0465597,28.8645649,
14884,47.0472084,28.8648114,
14885,47.0267693,28.8173970,
14886,47.0221518,28.8096066,
14887,47.0218867,28.8094633,
14888,47.0224733,28.8184235,
14889,47.0179648,28.8234659,
14890,47.0169518,28.8246021,
14891,47.0167911,28.8247960,
14892,47.0164665,28.8251223,
14893,47.0159924,28.8256708,
14894,47.0156326,28.8260731,
14895,47.0154005,28.8263715,
14896,47.0151764,28.8266684,
14897,47.0148543,28.8269979,Strada Universității
14898,47.0145835,28.8273102,Strada Galbenă
14899,47.0143591,28.8275715,
14900,47.0134101,28.8279413,Strada Anton Crihan
14901,47.0222170,28.8080190,Strada Buiucani
14902,47.0221901,28.8065158,Strada Ștefan Neaga
14903,47.0218802,28.8046896,
14904,47.0220637,28.8076099,
14905,47.0219050,28.8002436,Strada Drumul Taberei
14906,47.0227137,28.7957843,Strada Gheorghe Codreanu
14907,47.0331388,28.8069775,
14908,47.0336497,28.8073469,
14909,47.0353066,28.8110125,
14910,47.0352965,28.8110614,
14911,47.0353149,28.8111578,
14912,47.0359569,28.8120611,
14913,47.0358371,28.8101679,Strada Ion Creangă
14914,47.0355089,28.8095184,
14915,47.0361935,28.8104552,
14916,47.0378038,28.8106725,
14917,47.0455062,28.8619036,Bulevardul Moscova
14918,47.0444106,28.8599375,
14919,47.0477682,28.8673541,
14920,47.0480647,28.8696333,
14921,47.0483169,28.8697275,
14922,47.0463538,28.8689852,
14923,47.0133883,28.8293640,Strada Alexei Mateevici
14924,47.0131209,28.8297655,
14925,47.0130811,28.8297086,
14926,47.0484277,28.8697679,Strada Miron Costin
14927,47.0273481,28.8054396,Strada Ștefan Neaga
14928,47.0272764,28.8044667,Strada Barbu Lăutaru
14929,47.0272429,28.8043235,Strada Barbu Lăutaru
14930,47.0269705,28.8038438,Strada Barbu Lăutaru
14931,47.0270182,28.8038095,Strada Barbu Lăutaru
14932,47.0270857,28.8037716,Strada Barbu Lăutaru
14933,47.0271384,28.8037433,Strada Barbu Lăutaru
14934,47.0280284,28.8064944,Strada Maria Lătărețu
14935,47.0280106,28.8064478,Strada Maria Lătărețu
14936,47.0279589,28.8063918,Strada Maria Lătărețu
14937,47.0298340,28.8057703,Strada George Enescu
14938,47.0487899,28.8623010,
14939,47.0488206,28.8623948,
14940,47.0283413,28.8268564,Bulevardul Ștefan cel Mare și Sfânt
14941,47.0284790,28.8266523,Bulevardul Ștefan cel Mare și Sfânt
14942,47.0293681,28.8253254,Bulevardul Ștefan cel Mare și Sfânt
14943,47.0295083,28.8251130,Bulevardul Ștefan cel Mare și Sfânt
14944,47.0307119,28.8233089,Bulevardul Ștefan cel Mare și Sfânt
14945,47.0306779,28.8230363,Strada Mitropolit Petru Movilă
14946,47.0308652,28.8230780,Bulevardul Ștefan cel Mare și Sfânt
14947,47.0346495,28.8171482,
14948,47.0209050,28.8379463,Bulevardul Ștefan cel Mare și Sfânt
14949,47.0207340,28.8382013,Bulevardul Ștefan cel Mare și Sfânt
14950,47.0197667,28.8393362,Strada Armenească
14951,47.0179996,28.8419779,
14952,47.0172678,28.8433894,Bulevardul Ștefan cel Mare și Sfânt
14953,47.0172940,28.8436593,Strada Tighina
14954,47.0170895,28.8436538,Bulevardul Ștefan cel Mare și Sfânt
14955,47.0255478,28.8224022,Strada Sfatul Țării
14956,47.0254251,28.8223985,Strada București
14957,47.0245970,28.8238300,Strada Maria Cebotari
14958,47.0234809,28.8251741,Strada Nicolae Iorga
14959,47.0234812,28.8253391,Strada București
14960,47.0219881,28.8274850,
14961,47.0217052,28.8281526,
14962,47.0254075,28.8195754,Strada Alexei Șciusev
14963,47.0253985,28.8194110,Strada Serghei Lazo
14964,47.0255251,28.8193940,Strada Alexei Șciusev
14965,47.0255185,28.8195819,Strada Serghei Lazo
14966,47.0235103,28.8193640,Strada Sfatul Țării
14967,47.0233929,28.8193786,Strada Mihail Kogălniceanu
14968,47.0235164,28.8191880,Strada Mihail Kogălniceanu
14969,46.9841895,28.8768120,Strada Sarmizegetusa
14970,47.0342977,28.8493361,Stradela Andrei Doga
14971,47.0252239,28.8610682,
14972,47.0245309,28.8617308,
14973,47.0245849,28.8662876,
14974,47.0266125,28.8594431,Strada Calea Moșilor
14975,47.0265523,28.8592924,Strada Calea Moșilor
14976,47.0265160,28.8591927,
14977,47.0276492,28.8583646,Strada Calea Moșilor
14978,47.0309614,28.8047098,Strada Primăverii
14979,47.0291994,28.8051276,Strada Tamara Ceban
14980,47.0267249,28.8056317,Strada Piotr Ceaikovski
14981,47.0249067,28.8060275,Strada Maria Tănase
14982,47.0242350,28.8061653,Strada Ciprian Porumbescu
14983,47.0326858,28.8054697,Strada Lisabona
14984,47.0277421,28.7952679,Strada Ion Creangă
14985,47.0234631,28.7922720,Strada Constituției
14986,47.0235041,28.7910036,
14987,47.0235931,28.7899469,
14988,47.0230337,28.7937852,
14989,47.0231901,28.7926606,Strada Vasile Lupu
14990,47.0233700,28.7908125,
14991,47.0235440,28.7893537,Strada Drumul Taberei
14992,47.0282153,28.8021211,Strada Ioana Radu
14993,47.0218356,28.8035699,Strada Vasile Lupu
14994,47.0219976,28.8037991,Strada Vissarion Belinski
14995,47.0186637,28.8266467,Strada Mihail Kogălniceanu
14996,47.0185431,28.8268389,Strada Mihail Kogălniceanu
14997,47.0185166,28.8265652,Strada Alexandr Pușkin
14998,47.0171517,28.8246540,Strada Alexandr Pușkin
14999,47.0170060,28.8246439,Strada Alexei Mateevici
15000,47.0159021,28.8259131,Strada Alexei Mateevici
15001,47.0159913,28.8259253,Strada Vlaicu Pârcălab
15002,47.0176927,28.8281356,Strada Mihail Kogălniceanu
15003,47.0200309,28.8276700,Strada Alexei Șciusev
15004,47.0197921,28.8250656,
15005,47.0222515,28.8298204,
15006,47.0227194,28.8291096,
15007,47.0215409,28.8308809,Strada Alexandr Pușkin
15008,47.0197372,28.8309264,Strada București
15009,47.0197196,28.8311113,Strada Vlaicu Pârcălab
15010,47.0196178,28.8310976,Strada București
15011,47.0196173,28.8281287,Strada Alexandr Pușkin
15012,47.0197190,28.8281375,Strada Alexei Șciusev
15013,47.0197358,28.8282994,Strada Alexandr Pușkin
15014,47.0196111,28.8282967,Strada Alexei Șciusev
15015,47.0187364,28.8295939,Strada Alexei Șciusev
15016,47.0213227,28.8314589,
15017,47.0220894,28.8345226,
15018,47.0311950,28.8548560,Strada Calea Moșilor
15019,47.0291373,28.8569708,Strada Calea Moșilor
15020,47.0294808,28.8386908,
15021,47.0307786,28.8085571,
15022,47.0269774,28.8589621,Strada Calea Moșilor
15023,47.0269226,28.8588526,
15024,47.0268981,28.8588406,
15025,47.0238866,28.8613890,Strada Calea Moșilor
15026,47.0051767,28.8259953,Strada Ion Ganea
15027,47.0047714,28.8257577,
15028,47.0047126,28.8257673,
15029,47.0046056,28.8257251,
15030,47.0047469,28.8255928,
15031,47.0047011,28.8255182,
15032,47.0045004,28.8253818,
15033,47.0044337,28.8252855,
15034,47.0041727,28.8251074,
15035,47.0026454,28.8310299,Strada Gheorghe Cașu
15036,47.0027067,28.8308884,Strada Gheorghe Cașu
15037,46.9974584,28.8346364,Strada Nicolae Testemițanu
15038,46.9971624,28.8352418,
15039,46.9973373,28.8354981,
15040,46.9962125,28.8343294,
15041,46.9958113,28.8351503,
15042,46.9961808,28.8360311,
15043,46.9970972,28.8342701,Strada Nicolae Testemițanu
15044,46.9968120,28.8348839,
15045,46.9964611,28.8345228,
15046,46.9967446,28.8338952,Strada Nicolae Testemițanu
15047,46.9769563,28.8681089,
15048,47.0450390,28.8623949,
15049,47.0450894,28.8621048,
15050,47.0364062,28.8631419,
15051,47.0366152,28.8630913,
15052,46.9994297,28.7789178,Strada Ialoveni
15053,46.9796949,28.7968221,Strada Sihastrului
15054,47.0761087,28.7736368,
15055,47.0684220,28.8799903,Strada Chicago
15056,46.9894133,28.8559897,
15057,46.9881858,28.8567652,
15058,46.9884881,28.8571900,
15059,46.9890002,28.8573378,
15060,46.9889118,28.8581245,Bulevardul Decebal
15061,46.9897000,28.8561994,
15062,46.9890529,28.8571322,
15063,46.9891105,28.8558374,
15064,46.9840882,28.8649376,Parking exit
15065,46.9842032,28.8651270,Parking exit
15066,46.9840025,28.8658688,Parking entrance
15067,47.0106057,28.8406132,Strada Fierarilor
15068,47.0107912,28.8403705,Strada Fierarilor
15069,47.0353249,28.8792923,
15070,47.0357233,28.8784059,Strada Mihail Sadoveanu
15071,46.9828571,28.8659856,Strada Poamei
15072,46.9835834,28.8649595,
15073,46.9826047,28.8658131,
15074,47.0297576,28.7964305,
15075,47.0304608,28.7962349,
15076,47.0298669,28.7967182,
15077,46.9971182,28.8367214,Strada Nicolae Testemițanu
15078,46.9961377,28.8332720,Strada Nicolae Testemițanu
15079,46.9954550,28.8347263,
15080,46.9956626,28.8365132,
15081,46.9962931,28.8374595,Strada Nicolae Testemițanu
15082,46.9955924,28.8360776,
15083,46.9965219,28.8372822,Strada Nicolae Testemițanu
15084,46.9964753,28.8369033,
15085,46.9964984,28.8367594,
15086,46.9965234,28.8366363,
15087,46.9965807,28.8364452,
15088,47.0137178,28.8461332,
15089,47.0042210,28.8415203,
15090,47.0034256,28.8419018,Bulevardul Dacia
15091,47.0032768,28.8415753,
15092,47.0029870,28.8410480,Strada Arborilor
15093,47.0035294,28.8416230,Strada Arborilor
15094,47.0033923,28.8415499,Strada Arborilor
15095,47.0031900,28.8416094,
15096,47.0032319,28.8419735,Bulevardul Dacia
15097,47.0149480,28.8468593,Bulevardul Ștefan cel Mare și Sfânt
15098,46.9878449,28.8575779,
15099,46.9900901,28.8568362,
15100,46.9900870,28.8573568,
15101,46.9901470,28.8569136,
15102,46.9899362,28.8566263,
15103,46.9892407,28.8568615,
15104,46.9890938,28.8571638,
15105,46.9890274,28.8573532,
15106,47.0094434,28.8161182,
15107,47.0111107,28.8172296,Strada Vasile Cheltuială
15108,47.0106488,28.8178070,
15109,47.0101769,28.8158655,Strada Vasile Cheltuială
15110,47.0101413,28.8159116,
15111,47.0100179,28.8160717,
15112,47.0094122,28.8161666,
15113,47.0097286,28.8166091,
15114,47.0100487,28.8161129,
15115,47.0097250,28.8156811,
15116,47.0082303,28.8155460,
15117,47.0089039,28.8180583,Strada Drumul Viilor
15118,47.0081550,28.8166587,Strada Drumul Viilor
15119,47.0074787,28.8168775,Strada Mitropolit Gurie Grosu
15120,46.9966064,28.8466039,Strada Trandafirilor
15121,46.9897649,28.8560000,
15122,47.0047603,28.8127093,Strada Drumul Viilor
15123,47.0042787,28.8132451,Strada Valeriu Cupcea
15124,47.0036909,28.8138761,Strada Frumoasa
15125,47.0031658,28.8144243,Strada Valea Dicescu
15126,47.0028677,28.8147353,
15127,47.0052568,28.8240315,
15128,47.0052714,28.8240619,
15129,47.0055796,28.8237923,
15130,47.0054753,28.8235268,
15131,47.0041323,28.8195568,Șoseaua Hâncești
15132,46.9885840,28.8597474,Stradela 1 Lvov
15133,46.9887227,28.8591707,Stradela 1 Lvov
15134,46.9893480,28.8593511,Strada Constantin Brâncuși
15135,47.0096269,28.8168517,
15136,47.0095837,28.8169828,
15137,47.0095553,28.8170807,
15138,47.0095389,28.8171263,
15139,47.0094200,28.8172846,
15140,47.0093166,28.8174093,
15141,47.0092590,28.8174777,
15142,47.0110968,28.8172470,
15143,47.0105858,28.8164392,Strada Vasile Cheltuială
15144,46.9895837,28.8570111,
15145,47.0102795,28.8608642,Strada Aleea Gării
15146,47.0027695,28.8485060,
15147,47.0038902,28.8477882,
15148,47.0394811,28.8538225,Piața Renașterii Naționale
15149,47.0393062,28.8542579,Piața Renașterii Naționale
15150,47.0393492,28.8542547,Piața Renașterii Naționale
15151,46.9772980,28.8591720,Strada Independenței
15152,47.0224983,28.8296117,Strada 31 August 1989
15153,47.0250698,28.8245434,Strada Maria Cebotari
15154,47.0246466,28.8251272,
15155,47.0254104,28.8252945,Strada 31 August 1989
15156,47.0264263,28.8236833,Strada Sfatul Țării
15157,47.0264214,28.8237924,Strada 31 August 1989
15158,47.0269216,28.8229324,
15159,47.0273781,28.8222448,Strada Serghei Lazo
15160,47.0273809,28.8223749,Strada 31 August 1989
15161,47.0274760,28.8222344,Strada 31 August 1989
15162,47.0264713,28.8264714,Strada Anatol Corobceanu
15163,47.0225358,28.8266079,Strada Mitropolit Gavriil Bănulescu-Bodoni
15164,47.0224533,28.8208305,Strada Mihail Kogălniceanu
15165,47.0225613,28.8208363,Strada Maria Cebotari
15166,47.0225599,28.8206644,Strada Mihail Kogălniceanu
15167,47.0235338,28.8224299,Strada Alexei Șciusev
15168,47.0236429,28.8222534,Strada Alexei Șciusev
15169,47.0236612,28.8224698,Strada Maria Cebotari
15170,47.0196590,28.8336992,Strada Mihai Eminescu
15171,47.0182203,28.8372292,
15172,47.0186444,28.8378158,
15173,47.0155823,28.8370910,Strada București
15174,47.0154666,28.8371128,Strada Bulgară
15175,47.0154603,28.8372740,Strada București
15176,47.0155931,28.8372895,Strada Bulgară
15177,47.0151132,28.8367400,
15178,47.0145958,28.8384288,
15179,47.0165139,28.8385209,Strada 31 August 1989
15180,47.0146655,28.8359435,Strada Bulgară
15181,47.0178765,28.8336721,Strada București
15182,47.0177505,28.8337131,Strada Vasile Alecsandri
15183,47.0178657,28.8338812,Strada Vasile Alecsandri
15184,47.0188204,28.8352360,Strada Vasile Alecsandri
15185,47.0187109,28.8352219,Strada 31 August 1989
15186,47.0159448,28.8310793,Strada Vasile Alecsandri
15187,47.0158369,28.8310444,Strada Mihail Kogălniceanu
15188,47.0176528,28.8404494,
15189,47.0151930,28.8404938,Strada 31 August 1989
15190,47.0132968,28.8376834,Strada Alexei Șciusev
15191,47.0118856,28.8319809,Strada Bulgară
15192,47.0140519,28.8311058,Strada Armenească
15193,47.0149793,28.8296929,Strada Vasile Alecsandri
15194,47.0158693,28.8280897,Strada Alessandro Bernardazzi
15195,47.0158761,28.8282714,Strada Mihai Eminescu
15196,47.0168334,28.8294809,Strada Mihail Kogălniceanu
15197,47.0128883,28.8410991,Strada București
15198,47.0127280,28.8413328,Strada București
15199,47.0137201,28.8424982,Strada Ismail
15200,47.0138637,28.8424757,Strada 31 August 1989
15201,47.0144419,28.8461882,
15202,47.0139817,28.8457379,
15203,47.0128942,28.8439209,Strada 31 August 1989
15204,47.0148344,28.8296818,Strada Alessandro Bernardazzi
15205,47.0167273,28.8294875,Strada Mihai Eminescu
15206,47.0178348,28.8310697,Strada Mihai Eminescu
15207,47.0177340,28.8309247,Strada Mihai Eminescu
15208,47.0144623,28.8359554,Strada Alexei Șciusev
15209,47.0177108,28.8283048,Strada Vlaicu Pârcălab
15210,47.0167449,28.8269812,Strada Vlaicu Pârcălab
15211,47.0165973,28.8269718,Strada Alessandro Bernardazzi
15212,47.0270925,28.8329922,Strada Mitropolit Dosoftei
15213,47.0269637,28.8329807,Strada Mitropolit Gavriil Bănulescu-Bodoni
15214,47.0275682,28.8337535,
15215,47.0281802,28.8335666,
15216,47.0284557,28.8324911,
15217,47.0287054,28.8327736,Strada Tricolorului
15218,47.0279913,28.8287693,
15219,47.0282698,28.8291831,
15220,47.0290910,28.8278823,
15221,47.0288540,28.8275259,
15222,47.0289541,28.8301845,Strada Mitropolit Dosoftei
15223,47.0289579,28.8303469,Strada Maria Cebotari
15224,47.0258182,28.8084361,Strada Maria Lătărețu
15225,47.0258501,28.8084265,
15226,47.0262255,28.8086566,Strada Eugen Coca
15227,47.0282035,28.8076530,
15228,47.0355715,28.7754745,Strada Alba Iulia
15229,47.0325797,28.7815642,Strada Alba Iulia
15230,47.0294973,28.7878321,Strada Alba Iulia
15231,47.0279344,28.7910196,Strada Alba Iulia
15232,47.0282624,28.7963434,Strada Ion Creangă
15233,47.0298408,28.8018955,Strada Vissarion Belinski
15234,47.0269379,28.8025932,Strada Vissarion Belinski
15235,47.0222025,28.8088136,Strada Vasile Lupu
15236,47.0245274,28.8158196,Strada Constantin Stere
15237,47.0268883,28.8202294,Strada București
15238,47.0237090,28.8249938,Strada București
15239,47.0213352,28.8285893,Strada București
15240,46.9938433,28.8150974,Strada Miorița
15241,46.9970306,28.8090407,Strada Miorița
15242,46.9813355,28.8501305,Bulevardul Traian
15243,46.9853951,28.8563261,Bulevardul Traian
15244,46.9882540,28.8540693,Bulevardul Dacia
15245,46.9932283,28.8473536,Bulevardul Dacia
15246,47.0053940,28.8418852,Bulevardul Dacia
15247,47.0106293,28.8429498,Bulevardul Dacia
15248,47.0135264,28.8471953,Strada Ciuflea
15249,47.0196407,28.8398390,Bulevardul Ștefan cel Mare și Sfânt
15250,47.0222773,28.8358931,Bulevardul Ștefan cel Mare și Sfânt
15251,47.0213595,28.8306242,Strada Alexandr Pușkin
15252,47.0190429,28.8273101,Strada Alexandr Pușkin
15253,47.0089416,28.8277210,Strada Vasile Alecsandri
15254,47.0035288,28.8242004,Strada Gheorghe Asachi
15255,47.0011444,28.8218592,Strada Gheorghe Asachi
15256,46.9980290,28.8202523,Strada Gheorghe Asachi
15257,46.9931787,28.8200140,Strada Gheorghe Asachi
15258,46.9899328,28.8254946,Strada Grenoble
15259,46.9861168,28.8317303,Strada Grenoble
15260,46.9827075,28.8368082,Strada Grenoble
15261,46.9786612,28.8455614,
15262,47.0295483,28.8019643,Strada Vissarion Belinski
15263,47.0288051,28.7892434,Strada Alba Iulia
15264,47.0319580,28.7828304,Strada Alba Iulia
15265,47.0350507,28.7765303,Strada Alba Iulia
15266,47.0381350,28.7702605,Strada Alba Iulia
15267,46.9989911,28.8088694,Șoseaua Hâncești
15268,47.0028108,28.8168876,Șoseaua Hâncești
15269,47.0048415,28.8213491,Șoseaua Hâncești
15270,47.0063552,28.8250001,Șoseaua Hâncești
15271,47.0084444,28.8274103,Strada Vasile Alecsandri
15272,47.0128919,28.8280285,Strada Vasile Alecsandri
15273,47.0184239,28.8231168,Strada Alexei Mateevici
15274,47.0233785,28.8178602,Strada Alexei Mateevici
15275,47.0222606,28.8098044,Strada Constantin Stere
15276,47.0219467,28.8048347,Strada Vasile Lupu
15277,47.0250668,28.8030490,Strada Vissarion Belinski
15278,46.9767925,28.8704792,Bulevardul Dacia
15279,46.9781294,28.8644851,Strada Independenței
15280,46.9811810,28.8512846,Strada Independenței
15281,46.9833674,28.8482218,Strada Independenței
15282,46.9855237,28.8451804,Strada Independenței
15283,46.9937981,28.8476220,Strada Nikolai Zelinski
15284,46.9933854,28.8520086,Strada Nikolai Zelinski
15285,46.9928479,28.8583378,Strada Nikolai Zelinski
15286,46.9968959,28.8596361,Bulevardul Decebal
15287,47.0082737,28.8601341,Bulevardul Decebal
15288,47.0111494,28.8583247,Bulevardul Iuri Gagarin
15289,47.0263995,28.8297668,Bulevardul Ștefan cel Mare și Sfânt
15290,47.0290409,28.8258120,Bulevardul Ștefan cel Mare și Sfânt
15291,47.0334794,28.8191804,Bulevardul Ștefan cel Mare și Sfânt
15292,47.0226551,28.7964101,Strada Vasile Lupu
15293,47.0220971,28.7995842,Strada Vasile Lupu
15294,47.0217960,28.8031695,Strada Vasile Lupu
15295,47.0244215,28.7925194,Strada Constituției
15296,47.0243801,28.8292517,Strada Mitropolit Gavriil Bănulescu-Bodoni
15297,47.0230705,28.8347058,Bulevardul Ștefan cel Mare și Sfânt
15298,47.0202255,28.8389606,Bulevardul Ștefan cel Mare și Sfânt
15299,47.0135894,28.8538464,Bulevardul Constantin Negruzzi
15300,47.0110052,28.8585458,Bulevardul Iuri Gagarin
15301,47.0075570,28.8600073,Bulevardul Decebal
15302,47.0007495,28.8600299,Bulevardul Decebal
15303,46.9999453,28.8599486,Bulevardul Decebal
15304,46.9981654,28.8584524,Strada Trandafirilor
15305,46.9982104,28.8578292,Strada Trandafirilor
15306,46.9986895,28.8515703,Strada Trandafirilor
15307,46.9959881,28.8464846,Strada Trandafirilor
15308,46.9928089,28.8459113,Strada Hristo Botev
15309,46.9898950,28.8453677,Strada Hristo Botev
15310,46.9894712,28.8452853,Strada Hristo Botev
15311,46.9870402,28.8448089,Strada Hristo Botev
15312,46.9839290,28.8474384,Strada Independenței
15313,46.9821138,28.8499633,Strada Independenței
15314,46.9786905,28.8547642,Strada Independenței
15315,46.9771878,28.8584496,Strada Independenței
15316,46.9779874,28.8635807,Strada Independenței
15317,46.9903252,28.8839981,Șoseaua Muncești
15318,46.9975306,28.8750173,Șoseaua Muncești
15319,46.9994672,28.8727249,Șoseaua Muncești
15320,47.0028180,28.8694713,Șoseaua Muncești
15321,47.0049770,28.8675782,Șoseaua Muncești
15322,47.0381745,28.8052598,
15323,47.0380551,28.8099756,Strada Calea Ieșilor
15324,47.0343277,28.8178869,Bulevardul Ștefan cel Mare și Sfânt
15325,47.0311696,28.8226254,Bulevardul Ștefan cel Mare și Sfânt
15326,47.0267424,28.8292539,Bulevardul Ștefan cel Mare și Sfânt
15327,46.9992973,28.8729544,Șoseaua Muncești
15328,46.9977193,28.8748165,Șoseaua Muncești
15329,46.9910939,28.8832467,Șoseaua Muncești
15330,46.9875217,28.7809160,Șoseaua Hâncești
15331,46.9917318,28.7892895,Șoseaua Hâncești
15332,46.9963377,28.8015330,Șoseaua Hâncești
15333,46.9981682,28.8066892,Șoseaua Hâncești
15334,47.0079859,28.8303825,Strada Pantelimon Halippa
15335,47.0086263,28.8336953,Strada Pantelimon Halippa
15336,47.0123932,28.8406210,Strada Ismail
15337,47.0231233,28.8640817,Strada Ismail
15338,46.9890914,28.8581647,Bulevardul Decebal
15339,46.9923391,28.8589448,Bulevardul Decebal
15340,47.0454486,28.7850835,Strada Calea Ieșilor
15341,47.0484537,28.7781910,Strada Calea Ieșilor
15342,47.0460110,28.7831462,Strada Calea Ieșilor
15343,47.0427663,28.7940985,Strada Calea Ieșilor
15344,46.9930094,28.8590905,Bulevardul Decebal
15345,46.9875175,28.8577861,Bulevardul Decebal
15346,46.9849931,28.8557160,Bulevardul Traian
15347,46.9821924,28.8514279,Bulevardul Traian
15348,46.9787303,28.8461704,Bulevardul Traian
15349,47.0096454,28.8787176,Strada Uzinelor
15350,47.0116498,28.8766793,Strada Uzinelor
